,Medicine name,Therapeutic area,International non-proprietary name (INN) / common name,Substance,,Interaction term,
,Mixtard,Diabetes Mellitus,insulin human (rDNA),,,,
,Qtrilmet,"Diabetes Mellitus, Type 2","metformin hydrochloride, saxagliptin, dapagliflozin",,,,
,Spectrila,Precursor Cell Lymphoblastic Leukemia-Lymphoma,asparaginase,,,,
,ProQuad,"Chickenpox, Rubella, Measles, Mumps, Immunization","measles, mumps, rubella and varicella vaccine (live)",,,,
,Bridion,Neuromuscular Blockade,sugammadex,,,,
,Hepcludex,"Hepatitis D, Chronic",bulevirtide,,,,
,Zalviso,"Pain, Postoperative",sufentanil,,,,
,Zynrelef,"Pain, Postoperative","bupivacaine, meloxicam",,,,
,Sildenafil ratiopharm,Erectile Dysfunction,sildenafil,,,,
,Fampridine Accord,Multiple Sclerosis,fampridine,,,,
,Riluzole Zentiva,Amyotrophic Lateral Sclerosis,riluzole,,,,
,Arsenic trioxide medac,"Leukemia, Promyelocytic, Acute",arsenic trioxide,,,,
,Vaxelis,"Meningitis, Haemophilus, Poliomyelitis, Tetanus, Diphtheria, Whooping Cough, Hepatitis B","diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus type b conjugate vaccine (adsorbed)",,,,
,Siklos,"Anemia, Sickle Cell",hydroxycarbamide,,,,
,Repaglinide Accord,"Diabetes Mellitus, Type 2",repaglinide,,,,
,Zinplava,"Enterocolitis, Pseudomembranous",bezlotoxumab,,,,
,Lumark,Radionuclide Imaging,lutetium (177 Lu) chloride,,,,
,Temodal,"Glioma, Glioblastoma",temozolomide,,,,
,Firmagon,Prostatic Neoplasms,degarelix,,,,
,Celsentri,HIV Infections,maraviroc,,,,
,Tolucombi,Hypertension,"telmisartan, hydrochlorothiazide",,,,
,Cymbalta,"Anxiety Disorders, Diabetic Neuropathies, Depressive Disorder, Major",duloxetine,,,,
,Humalog,Diabetes Mellitus,insulin lispro,,,,
,Exjade,"beta-Thalassemia, Iron Overload",deferasirox,,,,
,Duloxetine Lilly,"Neuralgia, Diabetic Neuropathies, Depressive Disorder, Major",duloxetine,,,,
,Tamiflu,"Influenza, Human",oseltamivir,,,,
,Yentreve,"Urinary Incontinence, Stress",duloxetine,,,,
,Elmiron,"Cystitis, Interstitial",pentosan polysulfate sodium,,,,
,Pemetrexed medac,"Carcinoma, Non-Small-Cell Lung, Mesothelioma",pemetrexed,,,,
,Cuprior,Hepatolenticular Degeneration,trientine,,,,
,Hizentra,Immunologic Deficiency Syndromes,human normal immunoglobulin (SCIg),,,,
,Votubia,Tuberous Sclerosis,everolimus,,,,
,Tolura,Hypertension,telmisartan,,,,
,Kigabeq,"Spasms, Infantile, Epilepsies, Partial",vigabatrin,,,,
,Visudyne,"Myopia, Degenerative, Macular Degeneration",verteporfin,,,,
,Azacitidine Mylan,"Myelodysplastic Syndromes, Leukemia, Myelomonocytic, Chronic, Leukemia, Myeloid, Acute",azacitidine,,,,
,Reyataz,HIV Infections,atazanavir sulfate,,,,
,RoActemra,"Arthritis, Rheumatoid, Arthritis, Juvenile Rheumatoid",tocilizumab,,,,
,Leflunomide ratiopharm,"Arthritis, Rheumatoid",leflunomide,,,,
,Imatinib Accord,"Precursor Cell Lymphoblastic Leukemia-Lymphoma, Dermatofibrosarcoma, Myelodysplastic-Myeloproliferative Diseases, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Hypereosinophilic Syndrome",imatinib,,,,
,Imatinib Actavis,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Myelodysplastic-Myeloproliferative Diseases, Hypereosinophilic Syndrome, Dermatofibrosarcoma",imatinib,,,,
,Vihuma,Hemophilia A,simoctocog alfa,,,,
,Temomedac,"Glioma, Glioblastoma",temozolomide,,,,
,Aimovig,Migraine Disorders,erenumab,,,,
,Trecondi,Hematopoietic Stem Cell Transplantation,treosulfan,,,,
,Protopic,"Dermatitis, Atopic",tacrolimus,,,,
,Lucentis,"Wet Macular Degeneration, Macular Edema, Myopia, Degenerative, Diabetes Complications",ranibizumab,,,,
,Cinacalcet Accordpharma,Hyperparathyroidism,cinacalcet,,,,
,Ravicti,"Urea Cycle Disorders, Inborn",glycerol phenylbutyrate,,,,
,Raxone,"Optic Atrophy, Hereditary, Leber",idebenone,,,,
,Idefirix,"Desensitization, Immunologic, Kidney Transplantation",imlifidase,,,,
,Armisarte (previously Pemetrexed Actavis),"Carcinoma, Non-Small-Cell Lung, Mesothelioma",pemetrexed,,,,
,Pemetrexed Sandoz,"Carcinoma, Non-Small-Cell Lung, Mesothelioma",pemetrexed,,,,
,Rasilez HCT,Hypertension,"aliskiren, hydrochlorothiazide",,,,
,Afstyla,Hemophilia A,lonoctocog alfa,,,,
,Steglatro,"Diabetes Mellitus, Type 2",ertugliflozin,,,,
,Accofil,Neutropenia,filgrastim,,,,
,Xolair,"Asthma, Urticaria",omalizumab,,,,
,Oprymea,Parkinson Disease,pramipexole,,,,
,Fampyra,Multiple Sclerosis,fampridine,,,,
,Bexsero,"Meningitis, Meningococcal","meningococcal group B Vaccine (rDNA, component, adsorbed)",,,,
,Rxulti,Schizophrenia,brexpiprazole,,,,
,Eucreas,"Diabetes Mellitus, Type 2","vildagliptin, metformin",,,,
,Azarga,"Glaucoma, Open-Angle, Ocular Hypertension","brinzolamide, timolol",,,,
,Olanzapine Apotex,"Schizophrenia, Bipolar Disorder",olanzapine,,,,
,Sovaldi,"Hepatitis C, Chronic",sofosbuvir,,,,
,Segluromet,"Diabetes Mellitus, Type 2","ertugliflozin, metformin hydrochloride",,,,
,Signifor,"Acromegaly, Pituitary ACTH Hypersecretion",pasireotide,,,,
,Ciambra,"Carcinoma, Non-Small-Cell Lung, Mesothelioma",pemetrexed,,,,
,Omidria,"Lens Implantation, Intraocular, Pain, Postoperative","phenylephrine, ketorolac",,,,
,Olanzapine Glenmark,"Schizophrenia, Bipolar Disorder",olanzapine,,,,
,Orphacol,"Digestive System Diseases, Metabolism, Inborn Errors",cholic acid,,,,
,Duzallo,Gout,"allopurinol, lesinurad",,,,
,Xenleta,"Pneumonia, Bacterial, Community-Acquired Infections",lefamulin,,,,
,Apixaban Accord,"Venous Thromboembolism, Stroke, Arthroplasty",apixaban,,,,
,Fluenz Tetra,"Influenza, Human","influenza vaccine (live attenuated, nasal)",,,,
,Olazax,"Schizophrenia, Bipolar Disorder",olanzapine,,,,
,Zurampic,Hyperuricemia,lesinurad,,,,
,Teysuno,Stomach Neoplasms,"tegafur, gimeracil, oteracil",,,,
,Nitisinone MDK (previously Nitisinone MendeliKABS),Tyrosinemias,nitisinone,,,,
,Harvoni,"Hepatitis C, Chronic","ledispavir, sofosbuvir",,,,
,Tybost,HIV Infections,cobicistat,,,,
,Fetcroja,Gram-Negative Bacterial Infections,cefiderocol,,,,
,Resolor,Constipation,prucalopride,,,,
,Kyntheum,Psoriasis,brodalumab,,,,
,Namuscla,Myotonic Disorders,mexiletine hcl,,,,
,Atripla,HIV Infections,"efavirenz, emtricitabine, tenofovir disoproxil",,,,
,Ibandronic acid Accord,"Wounds and Injuries, Breast Diseases, Neoplastic Processes, Calcium Metabolism Disorders, Neoplasms by Site, Water-Electrolyte Imbalance",ibandronic acid,,,,
,Zabdeno,"Hemorrhagic Fever, Ebola",ebola vaccine (Ad26.ZEBOV-GP [recombinant]),,,,
,Lacosamide Accord,Epilepsy,lacosamide,,,,
,Voriconazole Accord,"Aspergillosis, Candidiasis, Mycoses",voriconazole,,,,
,Temozolomide Hexal,"Glioma, Glioblastoma",temozolomide,,,,
,Leflunomide medac,"Arthritis, Rheumatoid",leflunomide,,,,
,Riarify (previously CHF 5993 Chiesi Farmaceutici S.p.A.),"Pulmonary Disease, Chronic Obstructive","beclometasone, formoterol",,,,
,Voncento,"Hemophilia A, von Willebrand Diseases",human coagulation factor VIII / human von willebrand factor,,,,
,Dexmedetomidine Accord,Premedication,dexmedetomidine,,,,
,Trydonis,"Pulmonary Disease, Chronic Obstructive","beclometasone, formoterol, glycopyrronium bromide",,,,
,Glidipion (previously Pioglitazone Actavis Group),"Diabetes Mellitus, Type 2",pioglitazone,,,,
,Kolbam ,"Metabolism, Inborn Errors",cholic acid,,,,
,Delstrigo,HIV Infections,"doravirine, lamivudine, tenofovir disoproxil",,,,
,Dynastat,"Pain, Postoperative",parecoxib,,,,
,Mektovi,Melanoma,binimetinib,,,,
,Kinzalkomb,Hypertension,"telmisartan, hydrochlorothiazide",,,,
,Hopveus,"Substance Withdrawal Syndrome, Alcohol Abstinence",sodium oxybate,,,,
,Verkazia,"Conjunctivitis, Keratitis",ciclosporin,,,,
,Aripiprazole Sandoz,"Schizophrenia, Bipolar Disorder",aripiprazole,,,,
,Temozolomide Teva,"Glioma, Glioblastoma",temozolomide,,,,
,MicardisPlus,Hypertension,,,,,
,Olanzapine Glenmark Europe,"Schizophrenia, Bipolar Disorder",olanzapine,,,,
,Dafiro HCT,Hypertension,"amlodipine besilate, valsartan, hydrochlorothiazide",,,,
,Exforge HCT,Hypertension,"amlodipine besilate, valsartan, hydrochlorothiazide",,,,
,PritorPlus,Hypertension,"telmisartan, hydrochlorothiazide",,,,
,Nevanac,"Pain, Postoperative, Ophthalmologic Surgical Procedures",nepafenac,,,,
,Tavlesse,Thrombocytopenia,fostamatinib,,,,
,Intuniv,Attention Deficit Disorder with Hyperactivity,guanfacine,,,,
,Afinitor,"Carcinoma, Renal Cell, Breast Neoplasms, Pancreatic Neoplasms",everolimus,,,,
,Fingolimod Accord,"Multiple Sclerosis, Relapsing-Remitting",fingolimod,,,,
,Evra,Contraception,"norelgestromin, ethinyl estradiol",,,,
,Cyramza,Stomach Neoplasms,ramucirumab,,,,
,Spherox,Cartilage Diseases,spheroids of human autologous matrix-associated chondrocytes,,,,
,Kineret,"Arthritis, Rheumatoid",anakinra,,,,
,Eviplera,HIV Infections,"emtricitabine, rilpivirine, tenofovir disoproxil",,,,
,Yescarta,"Lymphoma, Follicular, Lymphoma, Large B-Cell, Diffuse",axicabtagene ciloleucel,,,,
,Elaprase,Mucopolysaccharidosis II,idursulfase,,,,
,Aripiprazole Mylan Pharma (previously Aripiprazole Pharmathen),"Schizophrenia, Bipolar Disorder",aripiprazole,,,,
,Cervarix,"Papillomavirus Infections, Uterine Cervical Dysplasia, Immunization","human papillomavirus vaccine [types 16, 18] (recombinant, adjuvanted, adsorbed)",,,,
,Fertavid,"Infertility, Hypogonadism",follitropin beta,,,,
,Vizamyl,"Radionuclide Imaging, Alzheimer Disease",flutemetamol (18F),,,,
,Alecensa,"Carcinoma, Non-Small-Cell Lung",alectinib,,,,
,Refixia,Hemophilia B,nonacog beta pegol,,,,
,Mepact,Osteosarcoma,mifamurtide,,,,
,Icandra (previously Vildagliptin / metformin hydrochloride Novartis),"Diabetes Mellitus, Type 2","vildagliptin, metformin",,,,
,Miglustat Gen.Orph,Gaucher Disease,miglustat,,,,
,Farydak,Multiple Myeloma,panobinostat,,,,
,Pemetrexed Lilly,"Carcinoma, Non-Small-Cell Lung, Mesothelioma",pemetrexed,,,,
,Olazax Disperzi,"Schizophrenia, Bipolar Disorder",olanzapine,,,,
,Ikervis,Corneal Diseases,ciclosporin,,,,
,Ivemend,"Vomiting, Cancer",fosaprepitant,,,,
,Sancuso,"Vomiting, Cancer",granisetron,,,,
,Emgality,Migraine Disorders,galcanezumab,,,,
,Simbrinza,"Ocular Hypertension, Glaucoma, Open-Angle","brinzolamide, brimonidine tartrate",,,,
,Faslodex,Breast Neoplasms,fulvestrant,,,,
,Brinavess,Atrial Fibrillation,vernakalant hydrochloride,,,,
,Revestive,Malabsorption Syndromes,teduglutide,,,,
,Anagrelide Mylan,"Thrombocythemia, Essential",anagrelide,,,,
,Zomarist,"Diabetes Mellitus, Type 2","vildagliptin, metformin",,,,
,Vosevi,"Hepatitis C, Chronic","sofosbuvir, velpatasvir, voxilaprevi",,,,
,Ivabradine Anpharm,"Angina Pectoris, Heart Failure",ivabradine,,,,
,Jorveza,Esophageal Diseases,budesonide,,,,
,Helixate NexGen,Hemophilia A,octocog alfa,,,,
,Fluad Tetra,"Influenza, Human","influenza vaccine (surface antigen, inactivated, adjuvanted)",,,,
,Dasselta,"Rhinitis, Allergic, Perennial, Rhinitis, Allergic, Seasonal, Urticaria",desloratadine,,,,
,Dexdor,Conscious Sedation,dexmedetomidine,,,,
,Baraclude,"Hepatitis B, Chronic",entecavir,,,,
,Rasagiline Mylan,Parkinson Disease,rasagiline,,,,
,Waylivra,Hyperlipoproteinemia Type I,volanesorsen,,,,
,Invega,"Schizophrenia, Psychotic Disorders",paliperidone,,,,
,Dengvaxia,Dengue,"dengue tetravalent vaccine (live, attenuated)",,,,
,Osseor,"Osteoporosis, Postmenopausal",strontium ranelate,,,,
,Fulphila,Neutropenia,pegfilgrastim,,,,
,Febuxostat Mylan,"Hyperuricemia, Arthritis, Gouty, Gout",febuxostat,,,,
,Xofigo,Prostatic Neoplasms,radium Ra223 dichloride,,,,
,Protelos,"Osteoporosis, Postmenopausal",strontium ranelate,,,,
,ReFacto AF,Hemophilia A,moroctocog alfa,,,,
,Lokelma,Hyperkalemia,sodium zirconium cyclosilicate,,,,
,Venclyxto,"Leukemia, Lymphocytic, Chronic, B-Cell",venetoclax,,,,
,Xenical,Obesity,orlistat,,,,
,Advagraf,Graft Rejection,tacrolimus,,,,
,Tacforius,"Liver Transplantation, Kidney Transplantation",tacrolimus,,,,
,Evotaz,HIV Infections,"atazanavir, cobicistat",,,,
,Kentera (previously Oxybutynin Nicobrand),"Urinary Incontinence, Urge",oxybutynin,,,,
,Betmiga,"Urinary Bladder, Overactive",mirabegron,,,,
,Twinrix Paediatric,"Immunization, Hepatitis B, Hepatitis A",hepatitis A (inactivated) and hepatitis B (rDNA) (HAB) vaccine (adsorbed),,,,
,Ambirix,"Hepatitis B, Hepatitis A, Immunization",hepatitis A (inactivated) and hepatitis B (rDNA) (HAB) vaccine (adsorbed),,,,
,Tigecycline Accord,"Soft Tissue Infections, Intraabdominal Infections, Bacterial Infections, Skin Diseases, Infectious",tigecycline,,,,
,Twinrix Adult,"Hepatitis B, Hepatitis A, Immunization",hepatitis A (inactivated) and hepatitis B (rDNA) (HAB) vaccine (adsorbed),,,,
,SonoVue,"Ultrasonography, Echocardiography",sulphur hexafluoride,,,,
,Vivanza,Erectile Dysfunction,vardenafil,,,,
,Levitra,Erectile Dysfunction,vardenafil,,,,
,Diacomit,"Myoclonic Epilepsy, Juvenile",stiripentol,,,,
,Mycamine,Candidiasis,micafungin,,,,
,Budesonide/Formoterol Teva Pharma B.V.,"Asthma, Pulmonary Disease, Chronic Obstructive","budesonide, formoterol fumarate dihydrate",,,,
,Granupas (previously Para-aminosalicylic acid Lucane),Tuberculosis,para-aminosalicylic acid,,,,
,Synflorix,"Pneumococcal Infections, Immunization",pneumococcal polysaccharide conjugate vaccine (adsorbed),,,,
,Prasugrel Mylan,"Myocardial Infarction, Acute Coronary Syndrome, Angina, Unstable",prasugrel,,,,
,Grasustek,Neutropenia,pegfilgrastim,,,,
,Kromeya,"Arthritis, Rheumatoid, Arthritis, Juvenile Rheumatoid, Psoriasis, Arthritis, Psoriatic, Spondylitis, Ankylosing, Uveitis, Colitis, Ulcerative, Crohn Disease",adalimumab,,,,
,Cuprymina,Radionuclide Imaging,copper (64Cu) chloride,,,,
,Rotarix,"Immunization, Rotavirus Infections","rotavirus vaccine, live",,,,
,Levetiracetam Actavis,Epilepsy,levetiracetam,,,,
,Insulin lispro Sanofi,Diabetes Mellitus,insulin lispro,,,,
,Rixubis,Hemophilia B,nonacog gamma,,,,
,Zyprexa,"Schizophrenia, Bipolar Disorder",olanzapine,,,,
,Amgevita,"Arthritis, Psoriatic, Colitis, Ulcerative, Arthritis, Juvenile Rheumatoid, Spondylitis, Ankylosing, Psoriasis, Crohn Disease, Arthritis, Rheumatoid",adalimumab,,,,
,Clopidogrel Krka d.d. (previously Zopya),,clopidogrel,,,,
,Clopidogrel BGR (previously Zylagren),"Peripheral Vascular Diseases, Stroke, Myocardial Infarction",clopidogrel,,,,
,IntronA,"Carcinoid Tumor, Leukemia, Hairy Cell, Lymphoma, Follicular, Hepatitis B, Chronic, Hepatitis C, Chronic, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Melanoma, Multiple Myeloma",interferon alfa-2b,,,,
,Yargesa,Gaucher Disease,miglustat,,,,
,Methylthioninium chloride Proveblue,Methemoglobinemia,methylthioninium chloride,,,,
,Zevalin,"Lymphoma, Follicular",ibritumomab tiuxetan,,,,
,Ivabradine Zentiva,"Angina Pectoris, Heart Failure",ivabradine,,,,
,Sirturo,"Tuberculosis, Multidrug-Resistant",bedaquiline,,,,
,Caspofungin Accord,"Candidiasis, Aspergillosis",caspofungin,,,,
,Kuvan,Phenylketonurias,sapropterin,,,,
,Deferasirox Accord,"Iron Overload, beta-Thalassemia",deferasirox,,,,
,Cufence,Hepatolenticular Degeneration,trientine dihydrochloride,,,,
,Apealea,Ovarian Neoplasms,paclitaxel,,,,
,Verzenios,Breast Neoplasms,abemaciclib,,,,
,Xiapex,Dupuytren Contracture,collagenase Clostridium histolyticum,,,,
,Varuby,"Vomiting, Nausea, Cancer",rolapitant,,,,
,Mimpara,"Hypercalcemia, Parathyroid Neoplasms, Hyperparathyroidism",cinacalcet,,,,
,Pixuvri,"Lymphoma, Non-Hodgkin",pixantrone dimaleate,,,,
,Tovanor Breezhaler,"Pulmonary Disease, Chronic Obstructive",glycopyrronium bromide,,,,
,Menveo,"Immunization, Meningitis, Meningococcal","meningococcal group A, C, W-135 and Y conjugate vaccine",,,,
,Evenity,Osteoporosis,romosozumab,,,,
,Lifmior,"Arthritis, Psoriatic, Spondylitis, Ankylosing, Psoriasis",etanercept,,,,
,Iblias,Hemophilia A,octocog alfa,,,,
,Nonafact,Hemophilia B,human coagulation factor IX,,,,
,Zalmoxis,"Hematopoietic Stem Cell Transplantation, Graft vs Host Disease",allogeneic T cells genetically modified with a retroviral vector encoding for a truncated form of the human low affinity nerve growth factor receptor (ΔLNGFR) and the herpes simplex I virus thymidine kinase (HSV-TK Mut2),,,,
,Xigduo,"Diabetes Mellitus, Type 2","dapagliflozin, metformin",,,,
,GONAL-f,"Anovulation, Reproductive Techniques, Assisted, Infertility, Female, Hypogonadism",follitropin alfa,,,,
,Baqsimi,Diabetes Mellitus,glucagon,,,,
,Ulunar Breezhaler,"Pulmonary Disease, Chronic Obstructive","indacaterol, glycopyrronium bromide",,,,
,Fexeric,"Hyperphosphatemia, Renal Dialysis",ferric citrate coordination complex,,,,
,Pylobactell,"Breath Tests, Helicobacter Infections",13C-urea,,,,
,Miglustat Dipharma,Gaucher Disease,miglustat,,,,
,Erbitux,"Head and Neck Neoplasms, Colorectal Neoplasms",cetuximab,,,,
,HBVaxPro,"Hepatitis B, Immunization",hepatitis B vaccine (recombinant DNA),,,,
,Vectibix,Colorectal Neoplasms,panitumumab,,,,
,Eurartesim,Malaria,"piperaquine tetraphosphate, artenimol",,,,
,Kadcyla,Breast Neoplasms,trastuzumab emtansine,,,,
,Tadalafil Mylan,Erectile Dysfunction,tadalafil,,,,
,Aerivio Spiromax,"Pulmonary Disease, Chronic Obstructive, Asthma","salmeterol, fluticasone propionate",,,,
,Riximyo,"Lymphoma, Non-Hodgkin, Arthritis, Rheumatoid, Microscopic Polyangiitis, Wegener Granulomatosis",rituximab,,,,
,TachoSil,"Hemostasis, Surgical","human fibrinogen, human thrombin",,,,
,Vanflyta,"Leukemia, Myeloid, Acute",quizartinib,,,,
,Mirapexin,"Restless Legs Syndrome, Parkinson Disease",pramipexole,,,,
,Kiovig,"Purpura, Thrombocytopenic, Idiopathic, Bone Marrow Transplantation, Immunologic Deficiency Syndromes, Guillain-Barre Syndrome, Mucocutaneous Lymph Node Syndrome",human normal immunoglobulin,,,,
,Docetaxel Zentiva (previously Docetaxel Winthrop),"Head and Neck Neoplasms, Carcinoma, Non-Small-Cell Lung, Adenocarcinoma, Prostatic Neoplasms, Stomach Neoplasms, Breast Neoplasms",docetaxel,,,,
,Mircera,"Anemia, Kidney Failure, Chronic",methoxy polyethylene glycol-epoetin beta,,,,
,Cetrotide,"Ovulation, Ovulation Induction",cetrorelix,,,,
,Bretaris Genuair,"Pulmonary Disease, Chronic Obstructive",aclidinium bromide,,,,
,Cinqaero,Asthma,reslizumab,,,,
,Intrarosa,Postmenopause,prasterone,,,,
,Rhokiinsa,"Glaucoma, Open-Angle, Ocular Hypertension",netarsudil,,,,
,Senstend,Premature Ejaculation,"lidocaine, prilocaine",,,,
,Rixathon,"Lymphoma, Non-Hodgkin, Arthritis, Rheumatoid, Leukemia, Lymphocytic, Chronic, B-Cell, Wegener Granulomatosis, Microscopic Polyangiitis, Pemphigus",rituximab,,,,
,Champix,Tobacco Use Cessation,varenicline,,,,
,Sutent,"Gastrointestinal Stromal Tumors, Carcinoma, Renal Cell, Neuroendocrine Tumors",sunitinib,,,,
,Trisenox,"Leukemia, Promyelocytic, Acute",arsenic trioxide,,,,
,Pifeltro,HIV Infections,doravirine,,,,
,Alkindi,Adrenal Insufficiency,hydrocortisone,,,,
,Clopidogrel/Acetylsalicylic acid Zentiva (previously DuoCover),"Acute Coronary Syndrome, Myocardial Infarction","clopidogrel, acetylsalicylic acid",,,,
,Rebetol,"Hepatitis C, Chronic",ribavirin,,,,
,Moventig,"Constipation, Opioid-Related Disorders",naloxegol,,,,
,"Adjupanrix (previously Pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted) GlaxoSmithKline Biologicals)","Influenza, Human, Immunization, Disease Outbreaks","pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted)",,,,
,Binocrit,"Anemia, Kidney Failure, Chronic",epoetin alfa,,,,
,Modigraf,Graft Rejection,tacrolimus,,,,
,Febuxostat Krka,"Hyperuricemia, Gout",febuxostat,,,,
,Iclusig,"Leukemia, Myeloid, Leukemia, Lymphoid",ponatinib,,,,
,Thorinane,Venous Thromboembolism,enoxaparin sodium,,,,
,Efavirenz Teva,HIV Infections,efavirenz,,,,
,Imatinib medac,"Precursor Cell Lymphoblastic Leukemia-Lymphoma, Dermatofibrosarcoma, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Myelodysplastic-Myeloproliferative Diseases, Hypereosinophilic Syndrome",imatinib,,,,
,Stivarga,Colorectal Neoplasms,regorafenib,,,,
,Taxespira (previously Docetaxel Hospira UK Limited ),"Stomach Neoplasms, Prostatic Neoplasms, Breast Neoplasms, Head and Neck Neoplasms, Carcinoma, Non-Small-Cell Lung",docetaxel,,,,
,Optruma,"Osteoporosis, Postmenopausal",raloxifene,,,,
,Temozolomide Sandoz,"Glioma, Glioblastoma",temozolomide,,,,
,Desloratadine Actavis,"Rhinitis, Allergic, Perennial, Urticaria, Rhinitis, Allergic, Seasonal",desloratadine,,,,
,Filgrastim Hexal,"Neutropenia, Hematopoietic Stem Cell Transplantation, Cancer",filgrastim,,,,
,Epoetin Alfa Hexal,"Anemia, Kidney Failure, Chronic, Cancer",epoetin alfa,,,,
,Dzuveo,Pain,sufentanil,,,,
,Savene,Extravasation of Diagnostic and Therapeutic Materials,dexrazoxane,,,,
,Abseamed,"Anemia, Kidney Failure, Chronic, Cancer",epoetin alfa,,,,
,Zarzio,"Neutropenia, Hematopoietic Stem Cell Transplantation, Cancer",filgrastim,,,,
,DepoCyte,Meningeal Neoplasms,cytarabine,,,,
,Ovaleap,Anovulation,follitropin alfa,,,,
,Flebogamma DIF (previously Flebogammadif),"Mucocutaneous Lymph Node Syndrome, Guillain-Barre Syndrome, Bone Marrow Transplantation, Purpura, Thrombocytopenic, Idiopathic, Immunologic Deficiency Syndromes",human normal immunoglobulin,,,,
,Lartruvo,Sarcoma,olaratumab,,,,
,Daklinza,"Hepatitis C, Chronic",daclatasvir,,,,
,Brimica Genuair,"Pulmonary Disease, Chronic Obstructive","aclidinium, formoterol fumarate dihydrate",,,,
,Posaconazole AHCL,Mycoses,posaconazole,,,,
,Doxolipad,"Breast Neoplasms, Ovarian Neoplasms",doxorubicin,,,,
,Twynsta,Hypertension,"telmisartan, amlodipine",,,,
,Adynovi,Hemophilia A,rurioctocog alfa pegol,,,,
,Zutectra,"Immunization, Passive, Hepatitis B, Liver Transplantation",human hepatitis B immunoglobulin,,,,
,Vedrop,"Cholestasis, Vitamin E Deficiency",tocofersolan,,,,
,Pemetrexed Pfizer (previously known as Pemetrexed Hospira UK Limited),"Carcinoma, Non-Small-Cell Lung, Mesothelioma",pemetrexed,,,,
,Dukoral,"Cholera, Immunization","cholera vaccine (inactivated, oral)",,,,
,Azacitidine Celgene,"Myelodysplastic Syndromes, Leukemia, Myelomonocytic, Chronic, Leukemia, Myeloid, Acute",azacitidine,,,,
,Adenuric,Gout,febuxostat,,,,
,Striascan,"Radionuclide Imaging, Dementia, Movement Disorders",ioflupane (123l),,,,
,LysaKare,Radiation Injuries,"arginine, lysine",,,,
,Parsabiv,"Hyperparathyroidism, Secondary",etelcalcetide,,,,
,Optison,Echocardiography,perflutren,,,,
,Cabazitaxel Teva,Prostatic Neoplasms,cabazitaxel,,,,
,Corlentor,"Angina Pectoris, Heart Failure",ivabradine,,,,
,Memantine Accord,Alzheimer Disease,memantine,,,,
,Procoralan,"Angina Pectoris, Heart Failure",ivabradine,,,,
,Rituzena (previously Tuxella),"Lymphoma, Non-Hodgkin, Microscopic Polyangiitis, Leukemia, Lymphocytic, Chronic, B-Cell, Wegener Granulomatosis",rituximab,,,,
,ATryn,Antithrombin III Deficiency,antithrombin alfa,,,,
,Airexar Spiromax,"Pulmonary Disease, Chronic Obstructive, Asthma","salmeterol xinafoate, fluticasone propionate",,,,
,Macugen,Wet Macular Degeneration,pegaptanib,,,,
,Gefitinib Mylan,"Carcinoma, Non-Small-Cell Lung",gefitinib,,,,
,Ketek,"Sinusitis, Tonsillitis, Bronchitis, Chronic, Pharyngitis, Community-Acquired Infections, Pneumonia, Bacterial",telithromycin,,,,
,Pedea,"Ductus Arteriosus, Patent",ibuprofen,,,,
,Wilzin,Hepatolenticular Degeneration,zinc,,,,
,Cystadane,Homocystinuria,betaine anhydrous,,,,
,Ivabradine Accord,"Angina Pectoris, Heart Failure",ivabradine,,,,
,Sustiva,HIV Infections,efavirenz,,,,
,Selincro,Alcohol-Related Disorders,nalmefene,,,,
,Atazanavir Krka,HIV Infections,atazanavir,,,,
,Mirvaso,Skin Diseases,brimonidine,,,,
,Arzerra,"Leukemia, Lymphocytic, Chronic, B-Cell",ofatumumab,,,,
,Adempas,"Hypertension, Pulmonary",riociguat,,,,
,Tarceva,"Carcinoma, Non-Small-Cell Lung, Pancreatic Neoplasms",erlotinib,,,,
,Cystagon,Cystinosis,mercaptamine bitartrate,,,,
,Vaniqa,Hirsutism,eflornithine,,,,
,Silgard,"Papillomavirus Infections, Uterine Cervical Dysplasia, Condylomata Acuminata, Immunization","human papillomavirus vaccine [types 6, 11, 16, 18] (recombinant, adsorbed)",,,,
,Vantobra,"Cystic Fibrosis, Respiratory Tract Infections",tobramycin,,,,
,Invirase,HIV Infections,saquinavir,,,,
,Altargo,"Impetigo, Staphylococcal Skin Infections",retapamulin,,,,
,Topotecan Actavis,"Uterine Cervical Neoplasms, Small Cell Lung Carcinoma",topotecan,,,,
,Cyltezo,"Hidradenitis Suppurativa, Arthritis, Psoriatic, Psoriasis, Crohn Disease, Arthritis, Juvenile Rheumatoid, Uveitis, Arthritis, Rheumatoid, Colitis, Ulcerative, Spondylitis, Ankylosing",adalimumab,,,,
