diseaseId2	diseaseId1	source	Ngenes	NgenesD1	NgenesD2	union_genes	jaccard_genes	Nvariants	NvariantsD1	NvariantsD2	union_variant	jaccard_variant	diseaseId1_name	diseaseId2_name
868263	C4021963	C0042138	CURATED	0	0	0	0	0	1	1	1	1	1	Uterine Neoplasms	Lip hyperpigmentation
868267	C4021963	C4020959	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal pigmentation of the oral mucosa	Lip hyperpigmentation
868277	C4021975	C0234376	CURATED	0	0	0	0	0	1	1	1	1	1	Action Tremor	Abnormality of the tonsils
868278	C4021975	C0240479	CURATED	0	0	0	0	0	1	1	1	1	1	Neck muscle weakness	Abnormality of the tonsils
868314	C4021988	C0008373	CURATED	0	0	0	0	0	1	1	1	1	1	Cholesteatoma	Abnormality of the lumbar spine
868329	C4021988	C0263870	CURATED	0	0	0	0	0	1	1	1	1	1	Narrowing of intervertebral disc space	Abnormality of the lumbar spine
868340	C4021988	C0748473	CURATED	0	0	0	0	0	1	1	1	1	1	Arthritis, Sacroiliac	Abnormality of the lumbar spine
868369	C4022625	C4082951	CURATED	0	0	0	0	0	2	2	2	2	1	Progressive spinal muscular atrophy	Absent muscle fiber calpain-3
868387	C4022658	C0041974	CURATED	0	0	0	0	0	1	1	1	1	1	Urethral Stenosis	Punctate periventricular T2 hyperintense foci
868395	C4022658	C0405124	CURATED	0	0	0	0	0	1	1	1	1	1	Nuchal Cord	Punctate periventricular T2 hyperintense foci
868413	C4022658	C1968816	CURATED	0	0	0	0	0	1	1	1	1	1	Broad fingertip	Punctate periventricular T2 hyperintense foci
868420	C4022658	C4023278	CURATED	0	0	0	0	0	1	1	1	1	1	Left aortic arch with retroesophageal right subclavian artery	Punctate periventricular T2 hyperintense foci
868428	C4022661	C0232943	CURATED	0	0	0	0	0	1	1	1	1	1	Intermenstrual heavy bleeding	Hyperconvex toenail
868520	C4022680	C0029443	CURATED	0	0	0	0	0	1	1	1	1	1	Osteomyelitis	Lagopthalmos
868525	C4022680	C0154936	CURATED	0	0	0	0	0	1	1	1	1	1	Pupillary abnormality	Lagopthalmos
868539	C4022680	C0432073	CURATED	0	0	0	0	0	1	1	1	1	1	Defect of skull ossification	Lagopthalmos
868558	C4022680	C1846438	CURATED	0	0	0	0	0	1	1	1	1	1	Hypoplastic facial bones	Lagopthalmos
868560	C4022680	C1847886	CURATED	0	0	0	0	0	1	1	1	1	1	Anomalous branches of internal carotid artery	Lagopthalmos
868563	C4022680	C1850135	CURATED	0	0	0	0	0	1	1	1	1	1	Flared metaphysis	Lagopthalmos
868568	C4022680	C1855899	CURATED	0	0	0	0	0	1	1	1	1	1	Broad first metatarsal	Lagopthalmos
868569	C4022680	C1857025	CURATED	0	0	0	0	0	1	1	1	1	1	Progressive congenital scoliosis	Lagopthalmos
868570	C4022680	C1859363	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of dental eruption	Lagopthalmos
868571	C4022680	C1859376	CURATED	0	0	0	0	0	1	1	1	1	1	Fused sternal ossification centers	Lagopthalmos
868577	C4022680	C2032780	CURATED	0	0	0	0	0	1	1	1	1	1	Palate fistula	Lagopthalmos
868581	C4022680	C4020919	CURATED	0	0	0	0	0	1	1	1	1	1	Dense metaphyseal bands	Lagopthalmos
868582	C4022680	C4021260	CURATED	0	0	0	0	0	1	1	1	1	1	Long metacarpals	Lagopthalmos
868583	C4022680	C4021598	CURATED	0	0	0	0	0	1	1	1	1	1	Distal tibial bowing	Lagopthalmos
868584	C4022680	C4022171	CURATED	0	0	0	0	0	1	1	1	1	1	Periauricular skin pits	Lagopthalmos
868585	C4022680	C4022592	CURATED	0	0	0	0	0	1	1	1	1	1	Oral motor hypotonia	Lagopthalmos
868589	C4022680	C4023249	CURATED	0	0	0	0	0	1	1	1	1	1	Patent ductus arteriosus after birth at term	Lagopthalmos
868590	C4022680	C4023330	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal Descemet membrane morphology	Lagopthalmos
868594	C4022680	C4023930	CURATED	0	0	0	0	0	1	1	1	1	1	Enlarged epiphyses of the proximal phalanges of the hand	Lagopthalmos
868596	C4022680	C4024230	CURATED	0	0	0	0	0	1	1	1	1	1	Contracture of the distal interphalangeal joint of the fingers	Lagopthalmos
868597	C4022680	C4024589	CURATED	0	0	0	0	0	1	1	1	1	1	Aplasia/Hypoplasia of the mandible	Lagopthalmos
868599	C4022680	C4025411	CURATED	0	0	0	0	0	1	1	1	1	1	Midline defect of the nose	Lagopthalmos
868600	C4022680	C4025542	CURATED	0	0	0	0	0	1	1	1	1	1	Humeral cortical thickening	Lagopthalmos
868601	C4022680	C4025842	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal uvea morphology	Lagopthalmos
868628	C4022684	C4022686	CURATED	0	0	0	0	0	1	1	1	1	1	Myotonia of the face	Myotonia of the lower limb
868636	C4022686	C4022684	CURATED	0	0	0	0	0	1	1	1	1	1	Myotonia of the lower limb	Myotonia of the face
868643	C4022715	C0014390	CURATED	0	0	0	0	0	1	1	1	1	1	Entropion	Hypoplastic female external genitalia
868661	C4022715	C4025406	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the middle phalanx of the 5th finger	Hypoplastic female external genitalia
868679	C4022728	C0028949	CURATED	0	0	0	0	0	1	1	1	1	1	Oligomenorrhea	Abnormal upper to lower segment ratio
868688	C4022728	C0392188	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal rapid eye movement sleep	Abnormal upper to lower segment ratio
868695	C4022728	C4022964	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the occipital bone	Abnormal upper to lower segment ratio
868696	C4022728	C4023791	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the clivus	Abnormal upper to lower segment ratio
868697	C4022728	C4083076	CURATED	0	0	0	0	0	1	1	1	1	1	Increased head circumference	Abnormal upper to lower segment ratio
868720	C4022733	C1834737	CURATED	0	0	0	0	0	1	1	1	1	1	Cutaneous syndactyly of toes	Widened cerebral subarachnoid space
868724	C4022733	C1837503	CURATED	0	0	0	0	0	1	1	1	1	1	Small cerebral cortex	Widened cerebral subarachnoid space
868732	C4022733	C1860475	CURATED	0	0	0	0	0	1	1	1	1	1	Retinal vascular tortuosity	Widened cerebral subarachnoid space
868740	C4022733	C4021041	CURATED	0	0	0	0	0	1	1	1	1	1	Maternal fever in pregnancy	Widened cerebral subarachnoid space
868741	C4022733	C4022561	CURATED	0	0	0	0	0	1	1	1	1	1	Maternal first trimester fever	Widened cerebral subarachnoid space
869318	C4022739	C0007642	CURATED	0	0	0	0	0	1	1	1	1	1	Cellulitis	Abnormal neuron morphology
869351	C4022739	C1856749	CURATED	0	0	0	0	0	1	1	1	1	1	Aplastic/hypoplastic toenail	Abnormal neuron morphology
869360	C4022739	C4021160	CURATED	0	0	0	0	0	1	1	1	1	1	Posterior plagiocephaly	Abnormal neuron morphology
869364	C4022739	C4023465	CURATED	0	0	0	0	0	1	1	1	1	1	EEG with occipital slowing	Abnormal neuron morphology
869366	C4022739	C4025881	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal oral frenulum morphology	Abnormal neuron morphology
869374	C4022743	C0151572	CURATED	0	0	0	0	0	1	1	1	1	1	Reflex, Corneal, Decreased	T2 hypointense basal ganglia
869392	C4022743	C1850816	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased/absent ankle reflexes	T2 hypointense basal ganglia
869394	C4022743	C1856507	CURATED	0	0	0	0	0	1	1	1	1	1	Bulbar signs	T2 hypointense basal ganglia
869402	C4022743	C4022768	CURATED	0	0	0	0	0	1	1	1	1	1	Cerebellar gliosis	T2 hypointense basal ganglia
869410	C4022745	C4022595	CURATED	0	0	0	0	0	1	1	1	1	1	Tetraplegia/tetraparesis	Abnormal basal ganglia MRI signal intensity
869938	C4022763	C1855905	CURATED	0	0	0	0	0	1	1	1	1	1	Microbrachycephaly	Elevated brain choline level by MRS
869971	C4022764	C4020870	CURATED	0	0	0	0	0	2	2	2	2	1	Abnormality of the hip joint	Abnormal metabolic brain imaging by MRS
869976	C4022764	C4024270	CURATED	0	0	0	0	0	2	2	2	2	1	Distally placed thumb	Abnormal metabolic brain imaging by MRS
869977	C4022764	C4025165	CURATED	0	0	0	0	0	2	2	2	2	1	Cutaneous syndactyly between fingers 2 and 5	Abnormal metabolic brain imaging by MRS
870092	C4022768	C0151572	CURATED	0	0	0	0	0	1	1	1	1	1	Reflex, Corneal, Decreased	Cerebellar gliosis
870110	C4022768	C1850816	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased/absent ankle reflexes	Cerebellar gliosis
870112	C4022768	C1856507	CURATED	0	0	0	0	0	1	1	1	1	1	Bulbar signs	Cerebellar gliosis
870120	C4022768	C4022743	CURATED	0	0	0	0	0	1	1	1	1	1	T2 hypointense basal ganglia	Cerebellar gliosis
870182	C4022774	C0152217	CURATED	0	0	0	0	0	1	1	1	1	1	Exophoria	Focal T2 hyperintense thalamic lesion
870184	C4022774	C0235198	CURATED	0	0	0	0	0	1	1	1	1	1	Unable to concentrate	Focal T2 hyperintense thalamic lesion
870201	C4022774	C4022968	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal hypothalamus physiology	Focal T2 hyperintense thalamic lesion
870222	C4022785	C0234517	CURATED	0	0	0	0	0	1	1	1	1	1	Anarthria speech disorder	Iron accumulation in substantia nigra
870225	C4022785	C0238621	CURATED	0	0	0	0	0	1	1	1	1	1	Aminoaciduria	Iron accumulation in substantia nigra
870228	C4022785	C0241775	CURATED	0	0	0	0	0	1	1	1	1	1	Organic aciduria	Iron accumulation in substantia nigra
870241	C4022785	C1848954	CURATED	0	0	0	0	0	1	1	1	1	1	Generalized dystonia	Iron accumulation in substantia nigra
870243	C4022785	C1850309	CURATED	0	0	0	0	0	1	1	1	1	1	Mildly elevated creatine phosphokinase	Iron accumulation in substantia nigra
870245	C4022785	C1860216	CURATED	0	0	0	0	0	1	1	1	1	1	Progressive choreoathetosis	Iron accumulation in substantia nigra
870246	C4022785	C3887667	CURATED	0	0	0	0	0	1	1	1	1	1	Retrocollis	Iron accumulation in substantia nigra
870251	C4022785	C4551676	CURATED	0	0	0	0	0	1	1	1	1	1	Laryngismus stridulus	Iron accumulation in substantia nigra
870517	C4023443	C0154828	CURATED	0	0	0	0	0	1	1	1	1	1	Traction detachment of retina	Absent antitragus
870536	C4023443	C4013429	CURATED	0	0	0	0	0	1	1	1	1	1	Underdeveloped tragus	Absent antitragus
870537	C4023443	C4072980	CURATED	0	0	0	0	0	1	1	1	1	1	Exudative vitreoretinopathy	Absent antitragus
870538	C4023443	C4476564	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal brain lactate level by MRS	Absent antitragus
870672	C4023465	C0007642	CURATED	0	0	0	0	0	1	1	1	1	1	Cellulitis	EEG with occipital slowing
870705	C4023465	C1856749	CURATED	0	0	0	0	0	1	1	1	1	1	Aplastic/hypoplastic toenail	EEG with occipital slowing
870714	C4023465	C4021160	CURATED	0	0	0	0	0	1	1	1	1	1	Posterior plagiocephaly	EEG with occipital slowing
870716	C4023465	C4022739	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal neuron morphology	EEG with occipital slowing
870720	C4023465	C4025881	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal oral frenulum morphology	EEG with occipital slowing
870737	C4023470	C4476723	CURATED	0	0	0	0	0	1	1	1	1	1	Anti-multiple nuclear dots antibody positivity	EEG with continuous slow activity
870739	C4023470	C4693367	CURATED	0	0	0	0	0	1	1	1	1	1	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 58	EEG with continuous slow activity
870745	C4023471	C0154681	CURATED	0	0	0	0	0	1	1	1	1	1	Anterior Horn Cell Disease	EEG with abnormally slow frequencies
870814	C4023477	C0546878	CURATED	0	0	0	0	0	1	1	1	1	1	Nodding spasm	EEG with focal spike waves
870823	C4023477	C4021167	CURATED	0	0	0	0	0	1	1	1	1	1	Tapered toe	EEG with focal spike waves
870890	C4023493	C0751901	CURATED	0	0	0	0	0	1	1	1	1	1	Tic, Vocal	Beta-EEG
870896	C4023493	C4021095	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal hypothalamus morphology	Beta-EEG
870897	C4023493	C4021199	CURATED	0	0	0	0	0	1	1	1	1	1	EEG with focal epileptiform discharges	Beta-EEG
870898	C4023493	C4021391	CURATED	0	0	0	0	0	1	1	1	1	1	Broad phalanges of the hand	Beta-EEG
870900	C4023493	C4023494	CURATED	0	0	0	0	0	1	1	1	1	1	Alpha-EEG	Beta-EEG
870907	C4023494	C0751901	CURATED	0	0	0	0	0	1	1	1	1	1	Tic, Vocal	Alpha-EEG
870913	C4023494	C4021095	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal hypothalamus morphology	Alpha-EEG
870914	C4023494	C4021199	CURATED	0	0	0	0	0	1	1	1	1	1	EEG with focal epileptiform discharges	Alpha-EEG
870915	C4023494	C4021391	CURATED	0	0	0	0	0	1	1	1	1	1	Broad phalanges of the hand	Alpha-EEG
870917	C4023494	C4023493	CURATED	0	0	0	0	0	1	1	1	1	1	Beta-EEG	Alpha-EEG
870932	C4023518	C1840380	CURATED	0	0	0	0	0	2	2	2	2	1	Persistent cavum septum pellucidum	Abnormality of skin adnexa morphology
871096	C4023612	C0024312	CURATED	0	0	0	0	0	3	4	3	4	0.75	Lymphopenia	Abnormality of cellular immune system
871111	C4023612	C4023166	CURATED	0	0	0	0	0	3	3	3	3	1	Abnormality of T cell physiology	Abnormality of cellular immune system
871149	C4023625	C1847906	CURATED	0	0	0	0	0	1	1	1	1	1	Onion bulb formation	Absence of stomach bubble on fetal sonography
871150	C4023625	C1850069	CURATED	0	0	0	0	0	1	1	1	1	1	Undetectable visual evoked potentials	Absence of stomach bubble on fetal sonography
871159	C4023625	C1865119	CURATED	0	0	0	0	0	1	1	1	1	1	Progressive ventriculomegaly	Absence of stomach bubble on fetal sonography
871168	C4023625	C4024927	CURATED	0	0	0	0	0	1	1	1	1	1	Peripheral hypomyelination	Absence of stomach bubble on fetal sonography
871169	C4023625	C4025813	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of subcutaneous fat tissue	Absence of stomach bubble on fetal sonography
871185	C4023628	C0549397	CURATED	0	0	0	0	0	1	1	1	1	1	Deviated nasal septum	Mild fetal ventriculomegaly
871197	C4023628	C3280768	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the posterior cranial fossa	Mild fetal ventriculomegaly
871198	C4023628	C4020908	CURATED	0	0	0	0	0	1	1	1	1	1	Hypointensity of cerebral white matter on MRI	Mild fetal ventriculomegaly
871199	C4023628	C4023749	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the zygomatic bone	Mild fetal ventriculomegaly
871415	C4023683	C0018946	CURATED	0	0	0	0	0	1	1	1	1	1	Hematoma, Subdural	EEG with spike-wave complexes
871443	C4023683	C1879362	CURATED	0	0	0	0	0	1	1	1	1	1	Hypertyrosinemia	EEG with spike-wave complexes
871452	C4023683	C4024993	CURATED	0	0	0	0	0	1	1	1	1	1	Aplasia/Hypoplasia of the clavicles	EEG with spike-wave complexes
871578	C4023692	C0020500	CURATED	0	0	0	0	0	1	1	1	1	1	Hyperoxaluria	Ridged cranial sutures
871582	C4023692	C0154850	CURATED	0	0	0	0	0	1	1	1	1	1	Cystoid macular retinal degeneration	Ridged cranial sutures
871585	C4023692	C0271051	CURATED	0	0	0	0	0	1	1	1	1	1	Macular retinal edema	Ridged cranial sutures
871588	C4023692	C0282528	CURATED	0	0	0	0	0	1	1	1	1	1	Peroxisomal Disorders	Ridged cranial sutures
871599	C4023692	C1836742	CURATED	0	0	0	0	0	1	1	1	1	1	Absent brainstem auditory responses	Ridged cranial sutures
871606	C4023692	C1856779	CURATED	0	0	0	0	0	1	1	1	1	1	Widely patent sagittal suture	Ridged cranial sutures
871612	C4023692	C4023786	CURATED	0	0	0	0	0	1	1	1	1	1	Elevated levels of phytanic acid	Ridged cranial sutures
871657	C4023749	C0549397	CURATED	0	0	0	0	0	1	1	1	1	1	Deviated nasal septum	Abnormality of the zygomatic bone
871669	C4023749	C3280768	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the posterior cranial fossa	Abnormality of the zygomatic bone
871670	C4023749	C4020908	CURATED	0	0	0	0	0	1	1	1	1	1	Hypointensity of cerebral white matter on MRI	Abnormality of the zygomatic bone
871671	C4023749	C4023628	CURATED	0	0	0	0	0	1	1	1	1	1	Mild fetal ventriculomegaly	Abnormality of the zygomatic bone
871683	C4023771	C1859775	CURATED	0	0	0	0	0	1	1	1	1	1	Anterior pituitary hypoplasia	Anterior pituitary dysgenesis
871690	C4023786	C0020500	CURATED	0	0	0	0	0	1	1	1	1	1	Hyperoxaluria	Elevated levels of phytanic acid
871694	C4023786	C0154850	CURATED	0	0	0	0	0	1	1	1	1	1	Cystoid macular retinal degeneration	Elevated levels of phytanic acid
871697	C4023786	C0271051	CURATED	0	0	0	0	0	1	1	1	1	1	Macular retinal edema	Elevated levels of phytanic acid
871700	C4023786	C0282528	CURATED	0	0	0	0	0	1	1	1	1	1	Peroxisomal Disorders	Elevated levels of phytanic acid
871711	C4023786	C1836742	CURATED	0	0	0	0	0	1	1	1	1	1	Absent brainstem auditory responses	Elevated levels of phytanic acid
871718	C4023786	C1856779	CURATED	0	0	0	0	0	1	1	1	1	1	Widely patent sagittal suture	Elevated levels of phytanic acid
871724	C4023786	C4023692	CURATED	0	0	0	0	0	1	1	1	1	1	Ridged cranial sutures	Elevated levels of phytanic acid
871733	C4023791	C0028949	CURATED	0	0	0	0	0	1	1	1	1	1	Oligomenorrhea	Abnormality of the clivus
871742	C4023791	C0392188	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal rapid eye movement sleep	Abnormality of the clivus
871749	C4023791	C4022728	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal upper to lower segment ratio	Abnormality of the clivus
871750	C4023791	C4022964	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the occipital bone	Abnormality of the clivus
871751	C4023791	C4083076	CURATED	0	0	0	0	0	1	1	1	1	1	Increased head circumference	Abnormality of the clivus
871888	C4023801	C4025138	CURATED	0	0	0	0	0	2	2	2	2	1	Multiple skeletal anomalies	Fibular bowing
872343	C4023918	C0042454	CURATED	0	0	0	0	0	4	5	4	5	0.8	Velopharyngeal Insufficiency	Short hard palate
872365	C4023918	C0685381	CURATED	0	0	0	0	0	3	3	4	4	0.75	Congenital hypoplasia of radius	Short hard palate
872368	C4023918	C1184919	CURATED	0	0	0	0	0	3	4	4	5	0.6	Thoracic kyphosis	Short hard palate
872379	C4023918	C1859292	CURATED	0	0	0	0	0	3	3	4	4	0.75	Triangular-shaped open mouth	Short hard palate
872381	C4023918	C1861331	CURATED	0	0	0	0	0	3	3	4	4	0.75	Limited pronation/supination of forearm	Short hard palate
872383	C4023918	C1968606	CURATED	0	0	0	0	0	3	4	4	5	0.6	Limited knee flexion/extension	Short hard palate
872407	C4023930	C0029443	CURATED	0	0	0	0	0	1	1	1	1	1	Osteomyelitis	Enlarged epiphyses of the proximal phalanges of the hand
872412	C4023930	C0154936	CURATED	0	0	0	0	0	1	1	1	1	1	Pupillary abnormality	Enlarged epiphyses of the proximal phalanges of the hand
872426	C4023930	C0432073	CURATED	0	0	0	0	0	1	1	1	1	1	Defect of skull ossification	Enlarged epiphyses of the proximal phalanges of the hand
872445	C4023930	C1846438	CURATED	0	0	0	0	0	1	1	1	1	1	Hypoplastic facial bones	Enlarged epiphyses of the proximal phalanges of the hand
872447	C4023930	C1847886	CURATED	0	0	0	0	0	1	1	1	1	1	Anomalous branches of internal carotid artery	Enlarged epiphyses of the proximal phalanges of the hand
872450	C4023930	C1850135	CURATED	0	0	0	0	0	1	1	1	1	1	Flared metaphysis	Enlarged epiphyses of the proximal phalanges of the hand
872455	C4023930	C1855899	CURATED	0	0	0	0	0	1	1	1	1	1	Broad first metatarsal	Enlarged epiphyses of the proximal phalanges of the hand
872456	C4023930	C1857025	CURATED	0	0	0	0	0	1	1	1	1	1	Progressive congenital scoliosis	Enlarged epiphyses of the proximal phalanges of the hand
872457	C4023930	C1859363	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of dental eruption	Enlarged epiphyses of the proximal phalanges of the hand
872458	C4023930	C1859376	CURATED	0	0	0	0	0	1	1	1	1	1	Fused sternal ossification centers	Enlarged epiphyses of the proximal phalanges of the hand
872464	C4023930	C2032780	CURATED	0	0	0	0	0	1	1	1	1	1	Palate fistula	Enlarged epiphyses of the proximal phalanges of the hand
872468	C4023930	C4020919	CURATED	0	0	0	0	0	1	1	1	1	1	Dense metaphyseal bands	Enlarged epiphyses of the proximal phalanges of the hand
872469	C4023930	C4021260	CURATED	0	0	0	0	0	1	1	1	1	1	Long metacarpals	Enlarged epiphyses of the proximal phalanges of the hand
872470	C4023930	C4021598	CURATED	0	0	0	0	0	1	1	1	1	1	Distal tibial bowing	Enlarged epiphyses of the proximal phalanges of the hand
872471	C4023930	C4022171	CURATED	0	0	0	0	0	1	1	1	1	1	Periauricular skin pits	Enlarged epiphyses of the proximal phalanges of the hand
872472	C4023930	C4022592	CURATED	0	0	0	0	0	1	1	1	1	1	Oral motor hypotonia	Enlarged epiphyses of the proximal phalanges of the hand
872473	C4023930	C4022680	CURATED	0	0	0	0	0	1	1	1	1	1	Lagopthalmos	Enlarged epiphyses of the proximal phalanges of the hand
872477	C4023930	C4023249	CURATED	0	0	0	0	0	1	1	1	1	1	Patent ductus arteriosus after birth at term	Enlarged epiphyses of the proximal phalanges of the hand
872478	C4023930	C4023330	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal Descemet membrane morphology	Enlarged epiphyses of the proximal phalanges of the hand
872483	C4023930	C4024230	CURATED	0	0	0	0	0	1	1	1	1	1	Contracture of the distal interphalangeal joint of the fingers	Enlarged epiphyses of the proximal phalanges of the hand
872484	C4023930	C4024589	CURATED	0	0	0	0	0	1	1	1	1	1	Aplasia/Hypoplasia of the mandible	Enlarged epiphyses of the proximal phalanges of the hand
872486	C4023930	C4025411	CURATED	0	0	0	0	0	1	1	1	1	1	Midline defect of the nose	Enlarged epiphyses of the proximal phalanges of the hand
872487	C4023930	C4025542	CURATED	0	0	0	0	0	1	1	1	1	1	Humeral cortical thickening	Enlarged epiphyses of the proximal phalanges of the hand
872488	C4023930	C4025842	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal uvea morphology	Enlarged epiphyses of the proximal phalanges of the hand
872502	C4023965	C1857656	CURATED	0	0	0	0	0	1	1	1	1	1	Prematurely aged appearance	Structural foot deformity
872503	C4023965	C4021786	CURATED	0	0	0	0	0	1	1	1	1	1	Atypical scarring of skin	Structural foot deformity
872686	C4024168	C1844825	CURATED	0	0	0	0	0	1	1	1	1	1	Hyperconvex fingernails	Thickened ears
872791	C4024175	C0037926	CURATED	0	0	0	0	0	1	1	1	1	1	Compression of spinal cord	Cerebellar ataxia associated with quadrupedal gait
872798	C4024175	C0239831	CURATED	0	0	0	0	0	1	1	1	1	1	Hand muscle weakness	Cerebellar ataxia associated with quadrupedal gait
872930	C4024202	C4083050	CURATED	0	0	0	0	0	7	7	11	11	0.636363636363636	Tooth agenesis	Reduced number of teeth
872957	C4024220	C0795915	CURATED	0	0	0	0	0	1	1	1	1	1	Winter Shortland Temple syndrome	Hypomelanotic macule
872965	C4024223	C0730303	CURATED	0	0	0	0	0	1	1	1	1	1	Capillary hemangioma of retina	Spinal hemangioblastoma
872977	C4024230	C0029443	CURATED	0	0	0	0	0	1	1	1	1	1	Osteomyelitis	Contracture of the distal interphalangeal joint of the fingers
872982	C4024230	C0154936	CURATED	0	0	0	0	0	1	1	1	1	1	Pupillary abnormality	Contracture of the distal interphalangeal joint of the fingers
872996	C4024230	C0432073	CURATED	0	0	0	0	0	1	1	1	1	1	Defect of skull ossification	Contracture of the distal interphalangeal joint of the fingers
873015	C4024230	C1846438	CURATED	0	0	0	0	0	1	1	1	1	1	Hypoplastic facial bones	Contracture of the distal interphalangeal joint of the fingers
873017	C4024230	C1847886	CURATED	0	0	0	0	0	1	1	1	1	1	Anomalous branches of internal carotid artery	Contracture of the distal interphalangeal joint of the fingers
873020	C4024230	C1850135	CURATED	0	0	0	0	0	1	1	1	1	1	Flared metaphysis	Contracture of the distal interphalangeal joint of the fingers
873025	C4024230	C1855899	CURATED	0	0	0	0	0	1	1	1	1	1	Broad first metatarsal	Contracture of the distal interphalangeal joint of the fingers
873026	C4024230	C1857025	CURATED	0	0	0	0	0	1	1	1	1	1	Progressive congenital scoliosis	Contracture of the distal interphalangeal joint of the fingers
873027	C4024230	C1859363	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of dental eruption	Contracture of the distal interphalangeal joint of the fingers
873028	C4024230	C1859376	CURATED	0	0	0	0	0	1	1	1	1	1	Fused sternal ossification centers	Contracture of the distal interphalangeal joint of the fingers
873034	C4024230	C2032780	CURATED	0	0	0	0	0	1	1	1	1	1	Palate fistula	Contracture of the distal interphalangeal joint of the fingers
873038	C4024230	C4020919	CURATED	0	0	0	0	0	1	1	1	1	1	Dense metaphyseal bands	Contracture of the distal interphalangeal joint of the fingers
873039	C4024230	C4021260	CURATED	0	0	0	0	0	1	1	1	1	1	Long metacarpals	Contracture of the distal interphalangeal joint of the fingers
873040	C4024230	C4021598	CURATED	0	0	0	0	0	1	1	1	1	1	Distal tibial bowing	Contracture of the distal interphalangeal joint of the fingers
873041	C4024230	C4022171	CURATED	0	0	0	0	0	1	1	1	1	1	Periauricular skin pits	Contracture of the distal interphalangeal joint of the fingers
873042	C4024230	C4022592	CURATED	0	0	0	0	0	1	1	1	1	1	Oral motor hypotonia	Contracture of the distal interphalangeal joint of the fingers
873043	C4024230	C4022680	CURATED	0	0	0	0	0	1	1	1	1	1	Lagopthalmos	Contracture of the distal interphalangeal joint of the fingers
873047	C4024230	C4023249	CURATED	0	0	0	0	0	1	1	1	1	1	Patent ductus arteriosus after birth at term	Contracture of the distal interphalangeal joint of the fingers
873048	C4024230	C4023330	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal Descemet membrane morphology	Contracture of the distal interphalangeal joint of the fingers
873052	C4024230	C4023930	CURATED	0	0	0	0	0	1	1	1	1	1	Enlarged epiphyses of the proximal phalanges of the hand	Contracture of the distal interphalangeal joint of the fingers
873054	C4024230	C4024589	CURATED	0	0	0	0	0	1	1	1	1	1	Aplasia/Hypoplasia of the mandible	Contracture of the distal interphalangeal joint of the fingers
873056	C4024230	C4025411	CURATED	0	0	0	0	0	1	1	1	1	1	Midline defect of the nose	Contracture of the distal interphalangeal joint of the fingers
873057	C4024230	C4025542	CURATED	0	0	0	0	0	1	1	1	1	1	Humeral cortical thickening	Contracture of the distal interphalangeal joint of the fingers
873058	C4024230	C4025842	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal uvea morphology	Contracture of the distal interphalangeal joint of the fingers
873087	C4024270	C4020870	CURATED	0	0	0	0	0	2	2	2	2	1	Abnormality of the hip joint	Distally placed thumb
873091	C4024270	C4022764	CURATED	0	0	0	0	0	2	2	2	2	1	Abnormal metabolic brain imaging by MRS	Distally placed thumb
873093	C4024270	C4025165	CURATED	0	0	0	0	0	2	2	2	2	1	Cutaneous syndactyly between fingers 2 and 5	Distally placed thumb
873112	C4024297	C0266166	CURATED	0	0	0	0	0	1	1	1	1	1	Congenital duplication of intestine	Abnormality of the hairline
873130	C4024589	C0029443	CURATED	0	0	0	0	0	1	1	1	1	1	Osteomyelitis	Aplasia/Hypoplasia of the mandible
873135	C4024589	C0154936	CURATED	0	0	0	0	0	1	1	1	1	1	Pupillary abnormality	Aplasia/Hypoplasia of the mandible
